%time,field.header.seq,field.header.stamp,field.header.frame_id,field.enabled,field.override_active,field.command_output_fault,field.input_output_fault,field.output_reported_fault,field.pacmod_fault,field.vehicle_fault,field.manual_input,field.command,field.output
1635234612899706240,2327,1635234612899339085,pacmod,0,0,0,0,0,0,0,0.18,0.0,0.18
1635234612933074345,2328,1635234612932783647,pacmod,0,0,0,0,0,0,0,0.175,0.0,0.175
1635234612965117423,2329,1635234612964765074,pacmod,0,0,0,0,0,0,0,0.177,0.0,0.177
1635234613001042171,2330,1635234612999580420,pacmod,0,0,0,0,0,0,0,0.177,0.0,0.177
1635234613033006612,2331,1635234613032731243,pacmod,0,0,0,0,0,0,0,0.175,0.0,0.175
1635234613065536526,2332,1635234613065257449,pacmod,0,0,0,0,0,0,0,0.17,0.0,0.17
1635234613099718180,2333,1635234613099111127,pacmod,0,0,0,0,0,0,0,0.165,0.0,0.165
1635234613133630108,2334,1635234613133345690,pacmod,0,0,0,0,0,0,0,0.163,0.0,0.163
1635234613165956898,2335,1635234613165568746,pacmod,0,0,0,0,0,0,0,0.163,0.0,0.163
1635234613200143632,2336,1635234613199707637,pacmod,0,0,0,0,0,0,0,0.165,0.0,0.165
1635234613234487899,2337,1635234613234100525,pacmod,0,0,0,0,0,0,0,0.165,0.0,0.165
1635234613266346307,2338,1635234613266094180,pacmod,0,0,0,0,0,0,0,0.165,0.0,0.165
1635234613300659480,2339,1635234613300140156,pacmod,0,0,0,0,0,0,0,0.161,0.0,0.161
1635234613333737661,2340,1635234613333407832,pacmod,0,0,0,0,0,0,0,0.156,0.0,0.156
1635234613367131097,2341,1635234613366797457,pacmod,0,0,0,0,0,0,0,0.149,0.0,0.149
1635234613402021148,2342,1635234613401675175,pacmod,0,0,0,0,0,0,0,0.142,0.0,0.142
1635234613435243811,2343,1635234613434846681,pacmod,0,0,0,0,0,0,0,0.14,0.0,0.14
1635234613467641780,2344,1635234613467320654,pacmod,0,0,0,0,0,0,0,0.137,0.0,0.137
1635234613502203026,2345,1635234613501925876,pacmod,0,0,0,0,0,0,0,0.135,0.0,0.135
1635234613534558473,2346,1635234613534152680,pacmod,0,0,0,0,0,0,0,0.132,0.0,0.132
1635234613567894924,2347,1635234613567458764,pacmod,0,0,0,0,0,0,0,0.132,0.0,0.132
1635234613601687256,2348,1635234613601189809,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613636311625,2349,1635234613635916391,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613668350762,2350,1635234613667999351,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613702294851,2351,1635234613701993538,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613735762258,2352,1635234613735388958,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613768848464,2353,1635234613768506541,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613802646464,2354,1635234613802291774,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613835753339,2355,1635234613835495269,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613869633732,2356,1635234613869314937,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613904265790,2357,1635234613903908297,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613936570904,2358,1635234613935979264,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234613969670516,2359,1635234613969291365,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234614003431705,2360,1635234614003045575,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234614037858617,2361,1635234614037543992,pacmod,0,0,0,0,0,0,0,0.13,0.0,0.13
1635234614070068519,2362,1635234614069735963,pacmod,0,0,0,0,0,0,0,0.126,0.0,0.126
1635234614104280681,2363,1635234614103526529,pacmod,0,0,0,0,0,0,0,0.126,0.0,0.126
1635234614138227141,2364,1635234614137811480,pacmod,0,0,0,0,0,0,0,0.125,0.0,0.125
1635234614170509444,2365,1635234614170186363,pacmod,0,0,0,0,0,0,0,0.123,0.0,0.123
1635234614205472842,2366,1635234614205101534,pacmod,0,0,0,0,0,0,0,0.121,0.0,0.121
1635234614238581239,2367,1635234614238320107,pacmod,0,0,0,0,0,0,0,0.121,0.0,0.121
1635234614271272008,2368,1635234614270820138,pacmod,0,0,0,0,0,0,0,0.116,0.0,0.116
1635234614304964723,2369,1635234614304546996,pacmod,0,0,0,0,0,0,0,0.114,0.0,0.114
1635234614339588522,2370,1635234614339075637,pacmod,0,0,0,0,0,0,0,0.107,0.0,0.107
1635234614371551255,2371,1635234614371151263,pacmod,0,0,0,0,0,0,0,0.098,0.0,0.098
1635234614405109430,2372,1635234614404847477,pacmod,0,0,0,0,0,0,0,0.097,0.0,0.097
1635234614438600034,2373,1635234614438280409,pacmod,0,0,0,0,0,0,0,0.091,0.0,0.091
1635234614471967412,2374,1635234614471643104,pacmod,0,0,0,0,0,0,0,0.09,0.0,0.09
1635234614506675210,2375,1635234614506333066,pacmod,0,0,0,0,0,0,0,0.088,0.0,0.088
1635234614540278955,2376,1635234614539988158,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614572129690,2377,1635234614571859017,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614607338296,2378,1635234614606978594,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614639458635,2379,1635234614639144670,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614672934724,2380,1635234614672635671,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614709111465,2381,1635234614707497501,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614740509830,2382,1635234614740244707,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614773094578,2383,1635234614772821719,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614807867056,2384,1635234614807077283,pacmod,0,0,0,0,0,0,0,0.086,0.0,0.086
1635234614840848756,2385,1635234614840456562,pacmod,0,0,0,0,0,0,0,0.083,0.0,0.083
1635234614874285489,2386,1635234614873669692,pacmod,0,0,0,0,0,0,0,0.079,0.0,0.079
1635234614908835958,2387,1635234614908450253,pacmod,0,0,0,0,0,0,0,0.076,0.0,0.076
1635234614943250589,2388,1635234614942228841,pacmod,0,0,0,0,0,0,0,0.072,0.0,0.072
1635234614974545395,2389,1635234614974138485,pacmod,0,0,0,0,0,0,0,0.071,0.0,0.071
1635234615009718976,2390,1635234615009315376,pacmod,0,0,0,0,0,0,0,0.067,0.0,0.067
1635234615042586178,2391,1635234615042170574,pacmod,0,0,0,0,0,0,0,0.06,0.0,0.06
1635234615075092943,2392,1635234615074539214,pacmod,0,0,0,0,0,0,0,0.048,0.0,0.048
1635234615109615019,2393,1635234615109288661,pacmod,0,0,0,0,0,0,0,0.037,0.0,0.037
1635234615142994816,2394,1635234615142496360,pacmod,0,0,0,0,0,0,0,0.018,0.0,0.018
1635234615175578486,2395,1635234615174778140,pacmod,0,0,0,0,0,0,0,0.002,0.0,0.002
1635234615210097844,2396,1635234615209740529,pacmod,0,0,0,0,0,0,0,-0.019,0.0,-0.019
1635234615242454887,2397,1635234615241989680,pacmod,0,0,0,0,0,0,0,-0.045,0.0,-0.045
1635234615275924138,2398,1635234615275383481,pacmod,0,0,0,0,0,0,0,-0.066,0.0,-0.066
1635234615310260068,2399,1635234615310019394,pacmod,0,0,0,0,0,0,0,-0.079,0.0,-0.079
1635234615343804420,2400,1635234615343269496,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234615375978915,2401,1635234615375622444,pacmod,0,0,0,0,0,0,0,-0.105,0.0,-0.105
1635234615410931438,2402,1635234615410471423,pacmod,0,0,0,0,0,0,0,-0.117,0.0,-0.117
1635234615444288585,2403,1635234615444011402,pacmod,0,0,0,0,0,0,0,-0.126,0.0,-0.126
1635234615476388564,2404,1635234615475976982,pacmod,0,0,0,0,0,0,0,-0.133,0.0,-0.133
1635234615510331722,2405,1635234615510048950,pacmod,0,0,0,0,0,0,0,-0.136,0.0,-0.136
1635234615543679059,2406,1635234615543322694,pacmod,0,0,0,0,0,0,0,-0.141,0.0,-0.141
1635234615576826976,2407,1635234615576545666,pacmod,0,0,0,0,0,0,0,-0.145,0.0,-0.145
1635234615610646417,2408,1635234615610301340,pacmod,0,0,0,0,0,0,0,-0.15,0.0,-0.15
1635234615645275799,2409,1635234615644830743,pacmod,0,0,0,0,0,0,0,-0.157,0.0,-0.157
1635234615677310392,2410,1635234615677006489,pacmod,0,0,0,0,0,0,0,-0.162,0.0,-0.162
1635234615711825016,2411,1635234615711107626,pacmod,0,0,0,0,0,0,0,-0.166,0.0,-0.166
1635234615745594359,2412,1635234615745307843,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234615777941195,2413,1635234615777540978,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234615812093396,2414,1635234615811737530,pacmod,0,0,0,0,0,0,0,-0.176,0.0,-0.176
1635234615846445155,2415,1635234615846101833,pacmod,0,0,0,0,0,0,0,-0.183,0.0,-0.183
1635234615878430501,2416,1635234615878107214,pacmod,0,0,0,0,0,0,0,-0.19,0.0,-0.19
1635234615912347488,2417,1635234615911854224,pacmod,0,0,0,0,0,0,0,-0.196,0.0,-0.196
1635234615945666245,2418,1635234615945382932,pacmod,0,0,0,0,0,0,0,-0.197,0.0,-0.197
1635234615979000011,2419,1635234615978622825,pacmod,0,0,0,0,0,0,0,-0.197,0.0,-0.197
1635234616012639291,2420,1635234616012382553,pacmod,0,0,0,0,0,0,0,-0.196,0.0,-0.196
1635234616047273907,2421,1635234616046915658,pacmod,0,0,0,0,0,0,0,-0.196,0.0,-0.196
1635234616079485244,2422,1635234616079149859,pacmod,0,0,0,0,0,0,0,-0.196,0.0,-0.196
1635234616114007748,2423,1635234616113669174,pacmod,0,0,0,0,0,0,0,-0.192,0.0,-0.192
1635234616147716496,2424,1635234616147343837,pacmod,0,0,0,0,0,0,0,-0.19,0.0,-0.19
1635234616179647838,2425,1635234616179379368,pacmod,0,0,0,0,0,0,0,-0.185,0.0,-0.185
1635234616213371391,2426,1635234616213093058,pacmod,0,0,0,0,0,0,0,-0.176,0.0,-0.176
1635234616248372937,2427,1635234616248021912,pacmod,0,0,0,0,0,0,0,-0.164,0.0,-0.164
1635234616280242927,2428,1635234616279939724,pacmod,0,0,0,0,0,0,0,-0.157,0.0,-0.157
1635234616315122565,2429,1635234616314678463,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616348613516,2430,1635234616348315330,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616380573971,2431,1635234616380277350,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616414327846,2432,1635234616413999223,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616449183865,2433,1635234616448805421,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616481072743,2434,1635234616480687867,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616515985238,2435,1635234616515573844,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616549405252,2436,1635234616549025097,pacmod,0,0,0,0,0,0,0,-0.15,0.0,-0.15
1635234616581292985,2437,1635234616580968461,pacmod,0,0,0,0,0,0,0,-0.15,0.0,-0.15
1635234616615527118,2438,1635234616615128873,pacmod,0,0,0,0,0,0,0,-0.152,0.0,-0.152
1635234616648997440,2439,1635234616648675298,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616682069762,2440,1635234616681669007,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234616716966917,2441,1635234616716639197,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616750124775,2442,1635234616749745328,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616782683314,2443,1635234616782332321,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616816234482,2444,1635234616815786486,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616850396217,2445,1635234616850083896,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616883154246,2446,1635234616882689326,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616916747110,2447,1635234616916355777,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616950916863,2448,1635234616950582960,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234616983482013,2449,1635234616982801482,pacmod,0,0,0,0,0,0,0,-0.155,0.0,-0.155
1635234617018814317,2450,1635234617018024549,pacmod,0,0,0,0,0,0,0,-0.157,0.0,-0.157
1635234617050385228,2451,1635234617050042434,pacmod,0,0,0,0,0,0,0,-0.159,0.0,-0.159
1635234617084057073,2452,1635234617083457671,pacmod,0,0,0,0,0,0,0,-0.161,0.0,-0.161
1635234617117627861,2453,1635234617117250115,pacmod,0,0,0,0,0,0,0,-0.164,0.0,-0.164
1635234617152144160,2454,1635234617151852134,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617184151272,2455,1635234617183828396,pacmod,0,0,0,0,0,0,0,-0.178,0.0,-0.178
1635234617218410259,2456,1635234617217991782,pacmod,0,0,0,0,0,0,0,-0.182,0.0,-0.182
1635234617251624953,2457,1635234617251316663,pacmod,0,0,0,0,0,0,0,-0.185,0.0,-0.185
1635234617284895960,2458,1635234617284597299,pacmod,0,0,0,0,0,0,0,-0.187,0.0,-0.187
1635234617318783053,2459,1635234617318511910,pacmod,0,0,0,0,0,0,0,-0.189,0.0,-0.189
1635234617351954170,2460,1635234617351666186,pacmod,0,0,0,0,0,0,0,-0.189,0.0,-0.189
1635234617385329732,2461,1635234617384969528,pacmod,0,0,0,0,0,0,0,-0.187,0.0,-0.187
1635234617419044826,2462,1635234617418698828,pacmod,0,0,0,0,0,0,0,-0.185,0.0,-0.185
1635234617453159415,2463,1635234617452840046,pacmod,0,0,0,0,0,0,0,-0.182,0.0,-0.182
1635234617485673423,2464,1635234617485379344,pacmod,0,0,0,0,0,0,0,-0.175,0.0,-0.175
1635234617519786151,2465,1635234617519523338,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617553061008,2466,1635234617552748959,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617586276292,2467,1635234617585962960,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617620214177,2468,1635234617619858140,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617654326195,2469,1635234617654053445,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617686740517,2470,1635234617686483721,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617721670303,2471,1635234617721295549,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617754002660,2472,1635234617753535081,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234617786832272,2473,1635234617786497297,pacmod,0,0,0,0,0,0,0,-0.169,0.0,-0.169
1635234617820811297,2474,1635234617820487116,pacmod,0,0,0,0,0,0,0,-0.168,0.0,-0.168
1635234617853976385,2475,1635234617853687623,pacmod,0,0,0,0,0,0,0,-0.164,0.0,-0.164
1635234617887515519,2476,1635234617887058455,pacmod,0,0,0,0,0,0,0,-0.164,0.0,-0.164
1635234617921532413,2477,1635234617921155572,pacmod,0,0,0,0,0,0,0,-0.161,0.0,-0.161
1635234617955571388,2478,1635234617955225793,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234617987831607,2479,1635234617987521717,pacmod,0,0,0,0,0,0,0,-0.148,0.0,-0.148
1635234618022689192,2480,1635234618022346201,pacmod,0,0,0,0,0,0,0,-0.136,0.0,-0.136
1635234618055401683,2481,1635234618054927379,pacmod,0,0,0,0,0,0,0,-0.127,0.0,-0.127
1635234618088202527,2482,1635234618087840402,pacmod,0,0,0,0,0,0,0,-0.124,0.0,-0.124
1635234618123456849,2483,1635234618122849751,pacmod,0,0,0,0,0,0,0,-0.117,0.0,-0.117
1635234618155729612,2484,1635234618155336226,pacmod,0,0,0,0,0,0,0,-0.113,0.0,-0.113
1635234618189339385,2485,1635234618188645401,pacmod,0,0,0,0,0,0,0,-0.11,0.0,-0.11
1635234618223647989,2486,1635234618223311215,pacmod,0,0,0,0,0,0,0,-0.11,0.0,-0.11
1635234618255961032,2487,1635234618255589483,pacmod,0,0,0,0,0,0,0,-0.11,0.0,-0.11
1635234618289305659,2488,1635234618288772783,pacmod,0,0,0,0,0,0,0,-0.11,0.0,-0.11
1635234618324136318,2489,1635234618323843589,pacmod,0,0,0,0,0,0,0,-0.108,0.0,-0.108
1635234618357329689,2490,1635234618357072117,pacmod,0,0,0,0,0,0,0,-0.106,0.0,-0.106
1635234618390267293,2491,1635234618389914244,pacmod,0,0,0,0,0,0,0,-0.106,0.0,-0.106
1635234618424316782,2492,1635234618424066259,pacmod,0,0,0,0,0,0,0,-0.106,0.0,-0.106
1635234618458070747,2493,1635234618457727004,pacmod,0,0,0,0,0,0,0,-0.106,0.0,-0.106
1635234618490226201,2494,1635234618489857594,pacmod,0,0,0,0,0,0,0,-0.106,0.0,-0.106
1635234618524836689,2495,1635234618524545857,pacmod,0,0,0,0,0,0,0,-0.105,0.0,-0.105
1635234618558295397,2496,1635234618557947590,pacmod,0,0,0,0,0,0,0,-0.103,0.0,-0.103
1635234618590767733,2497,1635234618590401775,pacmod,0,0,0,0,0,0,0,-0.103,0.0,-0.103
1635234618624356048,2498,1635234618624088033,pacmod,0,0,0,0,0,0,0,-0.103,0.0,-0.103
1635234618659030586,2499,1635234618658610221,pacmod,0,0,0,0,0,0,0,-0.103,0.0,-0.103
1635234618690948700,2500,1635234618690580911,pacmod,0,0,0,0,0,0,0,-0.103,0.0,-0.103
1635234618726135193,2501,1635234618725808255,pacmod,0,0,0,0,0,0,0,-0.101,0.0,-0.101
1635234618759602552,2502,1635234618759232649,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618793654461,2503,1635234618791462120,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618825200522,2504,1635234618824898126,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618859925347,2505,1635234618859520872,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618898486945,2506,1635234618891843401,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618925845881,2507,1635234618925459531,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618960458152,2508,1635234618960096599,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234618992885760,2509,1635234618992185030,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234619027607759,2510,1635234619027267411,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234619061017187,2511,1635234619060669264,pacmod,0,0,0,0,0,0,0,-0.096,0.0,-0.096
1635234619092991064,2512,1635234619092711771,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234619127936346,2513,1635234619127654209,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234619161229699,2514,1635234619160981342,pacmod,0,0,0,0,0,0,0,-0.094,0.0,-0.094
1635234619193317776,2515,1635234619193099615,pacmod,0,0,0,0,0,0,0,-0.093,0.0,-0.093
1635234619228130827,2516,1635234619227918831,pacmod,0,0,0,0,0,0,0,-0.089,0.0,-0.089
1635234619261200160,2517,1635234619260913457,pacmod,0,0,0,0,0,0,0,-0.079,0.0,-0.079
1635234619293576712,2518,1635234619293254004,pacmod,0,0,0,0,0,0,0,-0.07,0.0,-0.07
1635234619327637283,2519,1635234619327361388,pacmod,0,0,0,0,0,0,0,-0.063,0.0,-0.063
1635234619361060237,2520,1635234619360665877,pacmod,0,0,0,0,0,0,0,-0.04,0.0,-0.04
1635234619394314869,2521,1635234619393857806,pacmod,0,0,0,0,0,0,0,-0.01,0.0,-0.01
1635234619428000824,2522,1635234619427599342,pacmod,0,0,0,0,0,0,0,0.006,0.0,0.006
1635234619462599862,2523,1635234619462129018,pacmod,0,0,0,0,0,0,0,0.022,0.0,0.022
1635234619494905022,2524,1635234619494441056,pacmod,0,0,0,0,0,0,0,0.037,0.0,0.037
1635234619529469081,2525,1635234619529087814,pacmod,0,0,0,0,0,0,0,0.044,0.0,0.044
1635234619563199757,2526,1635234619562711434,pacmod,0,0,0,0,0,0,0,0.051,0.0,0.051
1635234619594939525,2527,1635234619594579865,pacmod,0,0,0,0,0,0,0,0.051,0.0,0.051
1635234619628982992,2528,1635234619628668976,pacmod,0,0,0,0,0,0,0,0.05,0.0,0.05
1635234619663074894,2529,1635234619661836003,pacmod,0,0,0,0,0,0,0,0.044,0.0,0.044
1635234619701158148,2530,1635234619695173572,pacmod,0,0,0,0,0,0,0,0.037,0.0,0.037
1635234619729415041,2531,1635234619729080993,pacmod,0,0,0,0,0,0,0,0.03,0.0,0.03
1635234619763766384,2532,1635234619763404718,pacmod,0,0,0,0,0,0,0,0.018,0.0,0.018
1635234619796132378,2533,1635234619795688916,pacmod,0,0,0,0,0,0,0,0.006,0.0,0.006
1635234619829981897,2534,1635234619829656412,pacmod,0,0,0,0,0,0,0,-0.002,0.0,-0.002
1635234619863921944,2535,1635234619863610741,pacmod,0,0,0,0,0,0,0,-0.01,0.0,-0.01
1635234619896312238,2536,1635234619895954313,pacmod,0,0,0,0,0,0,0,-0.024,0.0,-0.024
1635234619930611147,2537,1635234619930221872,pacmod,0,0,0,0,0,0,0,-0.044,0.0,-0.044
1635234619963632360,2538,1635234619963218808,pacmod,0,0,0,0,0,0,0,-0.061,0.0,-0.061
1635234619996890030,2539,1635234619996506908,pacmod,0,0,0,0,0,0,0,-0.086,0.0,-0.086
1635234620031971914,2540,1635234620031544235,pacmod,0,0,0,0,0,0,0,-0.101,0.0,-0.101
1635234620064975748,2541,1635234620064649631,pacmod,0,0,0,0,0,0,0,-0.12,0.0,-0.12
1635234620097387568,2542,1635234620096984975,pacmod,0,0,0,0,0,0,0,-0.138,0.0,-0.138
1635234620132242013,2543,1635234620131973341,pacmod,0,0,0,0,0,0,0,-0.152,0.0,-0.152
1635234620165489343,2544,1635234620165157664,pacmod,0,0,0,0,0,0,0,-0.161,0.0,-0.161
1635234620198250912,2545,1635234620197449762,pacmod,0,0,0,0,0,0,0,-0.168,0.0,-0.168
1635234620233008817,2546,1635234620232572779,pacmod,0,0,0,0,0,0,0,-0.168,0.0,-0.168
1635234620266336360,2547,1635234620265826595,pacmod,0,0,0,0,0,0,0,-0.171,0.0,-0.171
1635234620298662925,2548,1635234620297954183,pacmod,0,0,0,0,0,0,0,-0.173,0.0,-0.173
1635234620333197644,2549,1635234620332919525,pacmod,0,0,0,0,0,0,0,-0.169,0.0,-0.169
1635234620366279089,2550,1635234620365961028,pacmod,0,0,0,0,0,0,0,-0.166,0.0,-0.166
1635234620399289926,2551,1635234620398687267,pacmod,0,0,0,0,0,0,0,-0.154,0.0,-0.154
1635234620433558921,2552,1635234620433257064,pacmod,0,0,0,0,0,0,0,-0.136,0.0,-0.136
1635234620466845922,2553,1635234620466523843,pacmod,0,0,0,0,0,0,0,-0.115,0.0,-0.115
1635234620505281351,2554,1635234620499104711,pacmod,0,0,0,0,0,0,0,-0.084,0.0,-0.084
1635234620534077246,2555,1635234620533721137,pacmod,0,0,0,0,0,0,0,-0.047,0.0,-0.047
1635234620567507914,2556,1635234620567052249,pacmod,0,0,0,0,0,0,0,-0.035,0.0,-0.035
1635234620600365282,2557,1635234620599804295,pacmod,0,0,0,0,0,0,0,-0.031,0.0,-0.031
1635234620634823597,2558,1635234620634365190,pacmod,0,0,0,0,0,0,0,-0.035,0.0,-0.035
1635234620666997906,2559,1635234620666540629,pacmod,0,0,0,0,0,0,0,-0.038,0.0,-0.038
1635234620700572303,2560,1635234620700128491,pacmod,0,0,0,0,0,0,0,-0.047,0.0,-0.047
1635234620735205768,2561,1635234620734826378,pacmod,0,0,0,0,0,0,0,-0.056,0.0,-0.056
1635234620768944300,2562,1635234620768457535,pacmod,0,0,0,0,0,0,0,-0.061,0.0,-0.061
1635234620801356772,2563,1635234620800602699,pacmod,0,0,0,0,0,0,0,-0.061,0.0,-0.061
1635234620835377467,2564,1635234620835082540,pacmod,0,0,0,0,0,0,0,-0.063,0.0,-0.063
1635234620868915414,2565,1635234620868554923,pacmod,0,0,0,0,0,0,0,-0.072,0.0,-0.072
1635234620902286032,2566,1635234620900904390,pacmod,0,0,0,0,0,0,0,-0.087,0.0,-0.087
1635234620936018799,2567,1635234620935639556,pacmod,0,0,0,0,0,0,0,-0.115,0.0,-0.115
1635234620968341035,2568,1635234620967924940,pacmod,0,0,0,0,0,0,0,-0.15,0.0,-0.15
1635234621005951488,2569,1635234621001081667,pacmod,0,0,0,0,0,0,0,-0.164,0.0,-0.164
1635234621035470428,2570,1635234621034923285,pacmod,0,0,0,0,0,0,0,-0.18,0.0,-0.18
1635234621068759093,2571,1635234621068370127,pacmod,0,0,0,0,0,0,0,-0.182,0.0,-0.182
1635234621107368694,2572,1635234621101711590,pacmod,0,0,0,0,0,0,0,-0.18,0.0,-0.18
1635234621137248393,2573,1635234621136753703,pacmod,0,0,0,0,0,0,0,-0.176,0.0,-0.176
1635234621168963798,2574,1635234621168617996,pacmod,0,0,0,0,0,0,0,-0.175,0.0,-0.175
1635234621203247725,2575,1635234621202240951,pacmod,0,0,0,0,0,0,0,-0.175,0.0,-0.175
1635234621237624278,2576,1635234621237271609,pacmod,0,0,0,0,0,0,0,-0.176,0.0,-0.176
1635234621269981666,2577,1635234621269388218,pacmod,0,0,0,0,0,0,0,-0.19,0.0,-0.19
1635234621309857876,2578,1635234621302431389,pacmod,0,0,0,0,0,0,0,-0.196,0.0,-0.196
1635234621338046383,2579,1635234621337664028,pacmod,0,0,0,0,0,0,0,-0.201,0.0,-0.201
1635234621371529564,2580,1635234621371217231,pacmod,0,0,0,0,0,0,0,-0.199,0.0,-0.199
1635234621409136753,2581,1635234621403231120,pacmod,0,0,0,0,0,0,0,-0.197,0.0,-0.197
1635234621437406490,2582,1635234621437211506,pacmod,0,0,0,0,0,0,0,-0.192,0.0,-0.192
1635234621471564368,2583,1635234621471352980,pacmod,0,0,0,0,0,0,0,-0.178,0.0,-0.178
1635234621504068595,2584,1635234621503723150,pacmod,0,0,0,0,0,0,0,-0.168,0.0,-0.168
1635234621538064583,2585,1635234621537582509,pacmod,0,0,0,0,0,0,0,-0.161,0.0,-0.161
1635234621572638921,2586,1635234621571951946,pacmod,0,0,0,0,0,0,0,-0.152,0.0,-0.152
1635234621604873517,2587,1635234621604267505,pacmod,0,0,0,0,0,0,0,-0.147,0.0,-0.147
1635234621638375855,2588,1635234621638004173,pacmod,0,0,0,0,0,0,0,-0.136,0.0,-0.136
1635234621673062231,2589,1635234621672467345,pacmod,0,0,0,0,0,0,0,-0.115,0.0,-0.115
1635234621708662697,2590,1635234621705775296,pacmod,0,0,0,0,0,0,0,-0.079,0.0,-0.079
1635234621739952607,2591,1635234621739519042,pacmod,0,0,0,0,0,0,0,-0.047,0.0,-0.047
1635234621773247700,2592,1635234621772772412,pacmod,0,0,0,0,0,0,0,-0.026,0.0,-0.026
1635234621806421448,2593,1635234621805266136,pacmod,0,0,0,0,0,0,0,0.001,0.0,0.001
1635234621839295258,2594,1635234621838892187,pacmod,0,0,0,0,0,0,0,0.002,0.0,0.002
1635234621874027552,2595,1635234621873361865,pacmod,0,0,0,0,0,0,0,-0.002,0.0,-0.002
1635234621911901192,2596,1635234621905608590,pacmod,0,0,0,0,0,0,0,0.0,0.0,0.0
